category,business_name,city,address,phone_primary,phones_all,fax,website,emails,email_primary,linkedin,facebook,instagram,twitter,rating,review_count,latitude,longitude,yello_url,enrich_status
vehicle-services,High Star Auto Repair Workshop,Abu Dhabi,,+971 2 554 4653,+971 2 554 4653,,,,,,,,,,,,,https://www.yello.ae/company/110948/high-star-auto-repair-workshop,no_website
vehicle-services,High Tech Auto Maint Centre,Sharjah,,+971 6 534 9922,+971 6 534 9922,+971 6 534 9944,,,,,,,,,,,,https://www.yello.ae/company/112857/high-tech-auto-maint-centre,no_website
vehicle-services,Highness Auto,Dubai,,+971 4 297 3792,+971 4 297 3792,,,,,,,,,,,,,https://www.yello.ae/company/113631/highness-auto,no_website
vehicle-services,Highway Auto Spare Parts Trading LLC,Dubai,"1, Rigga Hotel building, Yusuf Baker Road, Deira, P.O. Box: 21853",+971 422105589,+971 422105589 | +971 56 470 8252,+971 4 221 0514,,,,,,,,,,,,https://www.yello.ae/company/324021/highway-auto-spare-parts-trading-llc,no_website
vehicle-services,Hima Auto Repairing Workshop,Abu Dhabi,"Mussafah Sanaiya, P.O. Box: 109236",+971 2 555 7312,+971 2 555 7312,+971 2 555 7312,,,,,,,,,,,,https://www.yello.ae/company/324866/hima-auto-repairing-workshop,no_website
vehicle-services,Himatrix Auto Parts LLC,Dubai,"Nakheel Road, Deira, P.O. Box: 47412",+971 4 227 6490,+971 4 227 6490,+971 4 227 6489,,,,,,,,,,,,https://www.yello.ae/company/324023/himatrix-auto-parts-llc,no_website
vehicle-services,Hina Motors,Dubai,,+971 4 333 2818,+971 4 333 2818,+971 4 333 2877,,,,,,,,,,,,https://www.yello.ae/company/113404/hina-motors,no_website
vehicle-services,Hitec Garage LLC,Dubai,Box No. 48834,3364666,3364666,3366775,,,,,,,,,,,,https://www.yello.ae/company/50822/hitec-garage-llc,no_website
vehicle-services,Hitech Automobile W/shop,Dubai,,+971 4 320 0662,+971 4 320 0662,+971 4 320 0663,,,,,,,,,,,,https://www.yello.ae/company/115106/hitech-automobile-wshop,no_website
vehicle-services,Home Moving Companies Dubai,Dubai,Dubai Movers P.O BOX. 66947,+971 55 447 5112,+971 55 447 5112,,https://countywideconcussioncare.com/about/,,,,https://www.facebook.com/TeePubliccom-865099700332025,https://www.instagram.com/teepublic/,https://twitter.com/TeePublic,5.0,1,25.1196031203408,55.2026510238648,https://www.yello.ae/company/345514/home-moving-companies-dubai,no_email_found
vehicle-services,Honda,Dubai,,+971 4 295 4246,+971 4 295 4246,+971 4 295 3590,,,,,,,,,,,,https://www.yello.ae/company/296496/honda,no_website
vehicle-services,Hood Tyre Repair &amp; Elect Wheel Balancing,Ajman,,+971 6 746 6445,+971 6 746 6445,,,,,,,,,,,,,https://www.yello.ae/company/115024/hood-tyre-repairelect-wheel-balancing,no_website
vehicle-services,Hor Al Anz Filling Station,Dubai,,+971 4 262 2634,+971 4 262 2634,,,,,,,,,,,,,https://www.yello.ae/company/173451/hor-al-anz-filling-station,no_website
vehicle-services,Horizons For Development Studies,Sharjah,Clock Tower,+971 6 561 2277,+971 6 561 2277,+971 6 561 2288,,,,,,,,,,,,https://www.yello.ae/company/109434/horizons-for-development-studies,no_website
vehicle-services,Hormoz Auto Spare Parts Company LLC,Dubai,"Behind Deira Park Hotel, Deira, P.O. Box: 40271",+971 4 234 8453,+971 4 234 8453,+971 4 234 8452,,,,,,,,,,,,https://www.yello.ae/company/324025/hormoz-auto-spare-parts-company-llc,no_website
vehicle-services,Hot Line Trading Establishment,Abu Dhabi,"Near Popular Auto Parts, Madina Zayed, P.O. Box: 30483",+971 2 633 1880,+971 2 633 1880,+971 2 632 5095,,,,,,,,,,,,https://www.yello.ae/company/324026/hot-line-trading-establishment,no_website
vehicle-services,Hotline Auto Service Workshop,Dubai,P.O Box 19318,+971 4 285 4704,+971 4 285 4704,+971 4 285 4826,,,,,,,,,,,,https://www.yello.ae/company/280669/hotline-auto-service-workshop,no_website
vehicle-services,Hotline Auto Svce W/shop,Dubai,,+971 4 285 4704,+971 4 285 4704,+971 4 285 4826,,,,,,,,,,,,https://www.yello.ae/company/113628/hotline-auto-svce-wshop,no_website
vehicle-services,Houston Auto Elec Repairing,Dubai,Karama,+971 4 336 5073,+971 4 336 5073,+971 4 336 2166,,,,,,,,,,,,https://www.yello.ae/company/113596/houston-auto-elec-repairing,no_website
vehicle-services,Houston Auto Elec Reparing,Dubai,,+971 4 336 5073,+971 4 336 5073,+971 4 336 2166,,,,,,,,,,,,https://www.yello.ae/company/114212/houston-auto-elec-reparing,no_website
vehicle-services,Hs Jaber Electricals,Ajman,,+971 6 742 6700,+971 6 742 6700,,,,,,,,,,,,,https://www.yello.ae/company/113365/hs-jaber-electricals,no_website
vehicle-services,Humaid Hamad Al Zaabi Automobile Repair Workshop,Abu Dhabi,,+971 2 554 4705,+971 2 554 4705,,,,,,,,,,,,,https://www.yello.ae/company/110585/humaid-hamad-al-zaabi-automobile-repair-workshop,no_website
vehicle-services,Hunter Motors,Abu Dhabi,,+971 2 555 5963,+971 2 555 5963,+971 2 555 5964,,,,,,,,,,,,https://www.yello.ae/company/111264/hunter-motors,no_website
vehicle-services,Hussain Auto Elect,Al Ain,"St 6, Sanaiya, P.O. Box: 1823",+971 3 721 6567,+971 3 721 6567,+971 3 721 3337,,,,,,,,,,,,https://www.yello.ae/company/324027/hussain-auto-elect,no_website
vehicle-services,Hussain Garage,Ras Al Khaimah,,+971 7 223 8615,+971 7 223 8615,+971 7 223 7687,,,,,,,,,,,,https://www.yello.ae/company/115110/hussain-garage,no_website
vehicle-services,Hybrid Auto Maintenance,Sharjah,"Industrial Area 13, P.O. Box: 61207",+971 6 538 9725,+971 6 538 9725,+971 6 538 9728,,,,,,,,,,,,https://www.yello.ae/company/341134/hybrid-auto-maintenance,no_website
vehicle-services,Hydraulic Hoses and Fittings,Abu Dhabi,"Plot 51, M 11, Mussafah, P.O. Box: 7999",+971 2 554 2778,+971 2 554 2778,+971 2 554 0701,,,,,,,,,,,,https://www.yello.ae/company/324945/hydraulic-hoses-and-fittings,no_website
vehicle-services,Hydraulic Motor Auto Safe Garage,Sharjah,,+971 6 533 3933,+971 6 533 3933,+971 6 532 2933,,,,,,,,,,,,https://www.yello.ae/company/114227/hydraulic-motor-auto-safe-garage,no_website
vehicle-services,Hydrofit Fze,Jebel Ali Free Zone (JAFZ),Box No. 261011,8864412,8864412,8864413,,,,,,,,,,,,https://www.yello.ae/company/52432/hydrofit-fze,no_website
vehicle-services,I &amp; K FOR CONSTRUCTION EQUIPMENT LLC,Dubai,Box No. 31303,3197843,3197843,3197844,,,,,,,,,,,,https://www.yello.ae/company/68656/ik-for-construction-equipment-llc,no_website
vehicle-services,I A T C (international Automobile Touring Club),Abu Dhabi,,+971 2 632 4400,+971 2 632 4400,+971 2 632 4430,,,,,,,,,,,,https://www.yello.ae/company/112055/i-a-t-c-international-automobile-touring-club,no_website
vehicle-services,I M Furnishing and Curtain Company LLC,Abu Dhabi,"Opposite Star Pharmacy building, Old Airport Road, P.O. Box: 26857",+971 2 445 7760,+971 2 445 7760,+971 2 445 8439,,,,,,,,,,,,https://www.yello.ae/company/324458/i-m-furnishing-and-curtain-company-llc,no_website
vehicle-services,I&#039;mar Garage,Ajman,,+971 6 743 2276,+971 6 743 2276,,,,,,,,,,,,,https://www.yello.ae/company/109498/imar-garage,no_website
vehicle-services,IBRAHIM  AL HAMMADI GARAGE,Dubai,Box No. 76596,3334505,3334505,3339634,,,,,,,,,,,,https://www.yello.ae/company/50823/ibrahim-al-hammadi-garage,no_website
vehicle-services,IBRAHIM ABDUL HADI AUTO SPARE PARTS,Al Ain,Po Box 15553,+971 3 721 4167,+971 3 721 4167,,,,,,,,,,,,,https://www.yello.ae/company/240132/ibrahim-abdul-hadi-auto-spare-parts,no_website
vehicle-services,IBRAHIM GARAGE,Sharjah,P.O. Box: 1212,+971(6)334822,+971(6)334822,+971(6)336002,,,,,,,,,,,,https://www.yello.ae/company/302998/ibrahim-garage,no_website
vehicle-services,IBRAHIM HASHIM TYER TRADING ( LLC ),Dubai,Box No. 23872,2895767,2895767,2895768,,,,,,,,,,,,https://www.yello.ae/company/50824/ibrahim-hashim-tyer-tradingl-l-c-,no_website
vehicle-services,IBRAHIM SAYEED GARAGE,Fujairah,Po Box 11043,+971 9 256 4583,+971 9 256 4583,,,,,,,,,,,,,https://www.yello.ae/company/240198/ibrahim-sayeed-garage,no_website
vehicle-services,IDEA GULF TRADING LLC,Dubai,Box No. 34337,3511615,3511615,3511618,,,,,,,,,,,,https://www.yello.ae/company/88148/idea-gulf-trading-llc,no_website
vehicle-services,INTERNATIONAL AUTOMOTIVE,Dubai,Box No. 666,2850877,2850877,2851040,,,,,,,,,,,,https://www.yello.ae/company/50886/international-automotive,no_website
vehicle-services,INTERNATIONAL DIESEL SERVICES,Abu Dhabi,8853,+971 2 555 9574,+971 2 555 9574,+971 2 554 0237,,,,,,,,,,,,https://www.yello.ae/company/27046/international-diesel-services,no_website
vehicle-services,INTERNATIONAL RENT-A-CAR OFFICE,Abu Dhabi,11522,5834544,5834544,5833383,,,,,,,,,,,,https://www.yello.ae/company/26871/international-rent-a-car-office,no_website
vehicle-services,ISHTAR GATE TRADING FZCO,Dubai,P.O. Box: 39071 Jebel Ali Free Zone,+971 4 221 2926,+971 4 221 2926,+971 4 229 2411,,,,,,,,,,,,https://www.yello.ae/company/306500/ishtar-gate-trading-fzco,no_website
vehicle-services,ISMAIL ALI GARAGE,Al Ain,Po Box 20271,+971 3 722 0858,+971 3 722 0858,,,,,,,,,,,,,https://www.yello.ae/company/240825/ismail-ali-garage,no_website
vehicle-services,ISMAIL MOHD ISMAIL TRADING COMPANY L.L.C.,Dubai,"4 &amp; 5, Al Fattan building, Near Global Village, Rashidiya, P.O. Box: 33173",+971 4 285 3121,+971 4 285 3121,+971 4 285 3501,,,,,,,,,,,,https://www.yello.ae/company/240842/ismail-mohd-ismail-trading-company-llc,no_website
vehicle-services,ISSMAT AUTOMOBILE REPAIRS WORK SHOP,Abu Dhabi,Po Box 8816,+971 2 555 3372,+971 2 555 3372,+971 2 555 3372,,,,,,,,,,,,https://www.yello.ae/company/240854/issmat-automobile-repairs-work-shop,no_website
vehicle-services,ISUZU,Dubai,P.O. Box: 5563,+971 4 396 1000,+971 4 396 1000,971 4 3961308,,,,,,,,,,,,https://www.yello.ae/company/310035/isuzu,no_website
vehicle-services,ITR Middle East FZCO,Jebel Ali Free Zone (JAFZ),Box No. 18591,+971 4 880 9007,+971 4 880 9007 | +971 4 886 0970,+971 4 880 9017 +971 4 886 0971,,,,,,,,,,,,https://www.yello.ae/company/68658/itr-middle-east-fzco,no_website
vehicle-services,Ibn Al Badiya Auto Repairs - L L C,Abu Dhabi,,+971 2 554 8155,+971 2 554 8155,,,,,,,,,,,,,https://www.yello.ae/company/111010/ibn-al-badiya-auto-repairs-l-l-c,no_website
vehicle-services,Ibn Al Bahar Auto Repairing &amp; Washing,Dubai,,+971 4 267 4443,+971 4 267 4443,+971 4 267 9719,,,,,,,,,,,,https://www.yello.ae/company/114919/ibn-al-bahar-auto-repairingwashing,no_website
vehicle-services,Ibrahim Abdul Hadi Establishment,Al Ain,"Near Juma Al Majid, Industrial Area, P.O. Box: 24647",+971 3 721 4167,+971 3 721 4167,+971 3 721 7437,,,,,,,,,,,,https://www.yello.ae/company/324028/ibrahim-abdul-hadi-establishment,no_website
vehicle-services,Ibrahim Al Tayer Garage,Dubai,,+971 4 285 1024,+971 4 285 1024,+971 4 285 4028,,,,,,,,,,,,https://www.yello.ae/company/114734/ibrahim-al-tayer-garage,no_website
vehicle-services,Ibrahim Ali Al Rahma Garage,Dubai,,+971 4 333 8469,+971 4 333 8469,+971 4 333 6288,,,,,,,,,,,,https://www.yello.ae/company/114245/ibrahim-ali-al-rahma-garage,no_website
vehicle-services,Ibrahim Qambar Wheel Alignment,Dubai,Al Quoz,+971 4 340 6446,+971 4 340 6446,+971 4 340 0874,,,,,,,,,,,,https://www.yello.ae/company/115807/ibrahim-qambar-wheel-alignment,no_website
vehicle-services,Ibrahim Scrap Trading Company Limited,Sharjah,"Next to National Auto, Industrial Area 5, P.O. Box: 1212",+971 6 543 0001,+971 6 543 0001,+971 6 543 0022,,,,,,,,,,,,https://www.yello.ae/company/324257/ibrahim-scrap-trading-company-limited,no_website
vehicle-services,Ibrahim Shams Al Din Auto Repairing Garage,Dubai,,+971 4 286 0713,+971 4 286 0713,+971 4 286 0714,,,,,,,,,,,,https://www.yello.ae/company/115108/ibrahim-shams-al-din-auto-repairing-garage,no_website
vehicle-services,Ibrahim Sons &amp; Garage Co. Ltd,Sharjah,,+971 6 543 0002,+971 6 543 0002,+971 6 543 0022,,,,,,,,,,,,https://www.yello.ae/company/114221/ibrahim-sonsgarage-co-ltd,no_website
vehicle-services,Ibrahim Sons and Garage Company Limited,Sharjah,"Green Belt Street, Industrial Area 5, P.O. Box: 1212",+971 6 543 0002,+971 6 543 0002,+971 6 543 0022,,,,,,,,,,,,https://www.yello.ae/company/341135/ibrahim-sons-and-garage-company-limited,no_website
vehicle-services,Iclipsal Clipsal Middle East Fzc,Sharjah,"P.O. Box: 8181, SHARJAH U A E",+971 6 557 0777,+971 6 557 0777,+971 6 557 0333,,,,,,,,,,,,https://www.yello.ae/company/296228/iclipsal-clipsal-middle-east-fzc,no_website
vehicle-services,Icon Auto,Dubai,,+971 4 338 2744,+971 4 338 2744,+971 4 338 2745,,,,,,,,,,,,https://www.yello.ae/company/113646/icon-auto,no_website
vehicle-services,Ideal Machinery &amp; Eqpt Repairing W/shop,Dubai,,+971 4 347 4160,+971 4 347 4160,+971 4 347 4157,,,,,,,,,,,,https://www.yello.ae/company/113417/ideal-machineryeqpt-repairing-wshop,no_website
vehicle-services,Ideal Steel Works LLC,Dubai,Box No. 113204,3405937,3405937,3405938,,,,,,,,,,,,https://www.yello.ae/company/91616/ideal-steel-works-llc,no_website
vehicle-services,Ideal Technical Mechanical Workshop,Abu Dhabi,,+971 2 555 2406,+971 2 555 2406,+971 2 555 2407,,,,,,,,,,,,https://www.yello.ae/company/110581/ideal-technical-mechanical-workshop,no_website
vehicle-services,Ideal Technical Workshop,Abu Dhabi,Mussafah 11,+971 2 555 2406,+971 2 555 2406,+971 2 555 2407,,,,,,,,,,,,https://www.yello.ae/company/109554/ideal-technical-workshop,no_website
vehicle-services,Image Fibreglass Industry LLC,Ajman,"New Industrial Area, P.O. Box: 20961",+971 6 743 2797,+971 6 743 2797,+971 6 743 2293,,,,,,,,,,,,https://www.yello.ae/company/324743/image-fibreglass-industry-llc,no_website
vehicle-services,Independent Porsche Specialists,Dubai,"Near Unimix, Al Quoz, P.O. Box: 26970",+971 4 339 3466,+971 4 339 3466,+971 4 339 3470,,,,,,,,,,,,https://www.yello.ae/company/341136/independent-porsche-specialists,no_website
vehicle-services,Independent Technical Solutions LLC,Dubai,Box No. 62447,2680810,2680810,2680812,,,,,,,,,,,,https://www.yello.ae/company/47039/independent-technical-solutions-llc,no_website
vehicle-services,Indi Soft FZE,Ajman,6753,+971 6 747 0045,+971 6 747 0045,+971 6 747 0061,,,,,,,,,,,,https://www.yello.ae/company/27038/indi-soft-fze,no_website
vehicle-services,Indo Gulf Garments Gen Trdg Co LLC,Dubai,P.O Box,+971 6 743 1457,+971 6 743 1457,,,,,,,,,,,,,https://www.yello.ae/company/270346/indo-gulf-garments-gen-trdg-co-llc,no_website
vehicle-services,Innovate Business Solutions,Abu Dhabi,"Office M02, Dolphin Tower Building Delma Street, Abu Dhabi United Arab Emirates",+971 2 443 8949,+971 2 443 8949 | +971 50 630 1818,+971 2 443 8132,,,,,,,,5.0,1,,,https://www.yello.ae/company/27278/innovate-business-solutions,no_website
vehicle-services,Intelligent System Service and Repair Workshop,Sharjah,"Pan Emirates Furniture building, Industrial Area 17, P.O. Box: 31979",+971 6 535 0770,+971 6 535 0770,+971 6 535 0771,,,,,,,,,,,,https://www.yello.ae/company/324870/intelligent-system-service-and-repair-workshop,no_website
vehicle-services,Inter Equipment Co. LLC,Dubai,Box No. 9004,2821400,2821400,8810100,,,,,,,,,,,,https://www.yello.ae/company/68867/inter-equipment-co-llc,no_website
vehicle-services,Inter Garage,Al Ain,,+971 3 721 2758,+971 3 721 2758,,,,,,,,,,,,,https://www.yello.ae/company/111775/inter-garage,no_website
vehicle-services,Interlaken Fiber Glass,Sharjah,,+971 6 543 7661,+971 6 543 7661,+971 6 543 6536,,,,,,,,,,,,https://www.yello.ae/company/111990/interlaken-fiber-glass,no_website
vehicle-services,International Auto Repair Workshop,Abu Dhabi,,+971 2 555 4324,+971 2 555 4324,+971 2 554 0899,,,,,,,,,,,,https://www.yello.ae/company/110863/international-auto-repair-workshop,no_website
vehicle-services,International Automobile Club (iatc),Dubai,,+971 4 340 0383,+971 4 340 0383,+971 4 340 0384,,,,,,,,,,,,https://www.yello.ae/company/109450/international-automobile-club-iatc,no_website
vehicle-services,International Automobiles &amp; Tourism Club,Abu Dhabi,,+971 2 632 4400,+971 2 632 4400,+971 2 632 4430,,,,,,,,,,,,https://www.yello.ae/company/110349/international-automobilestourism-club,no_website
vehicle-services,International Cars And Tourism Club - Branch,Al Ain,,+971 3 722 0405,+971 3 722 0405,,,,,,,,,,,,,https://www.yello.ae/company/110309/international-cars-and-tourism-club-branch,no_website
vehicle-services,International Chemical Specialities Fze,Jebel Ali Free Zone (JAFZ),Box No. 61275,8838642,8838642,8838513,,,,,,,,,,,,https://www.yello.ae/company/50374/international-chemical-specialities-fze,no_website
vehicle-services,International Golden Group - LLC,Abu Dhabi,43999,6266661,6266661,6267070,,,,,,,,,,,,https://www.yello.ae/company/26719/international-golden-group-l-l-c,no_website
vehicle-services,International Technologies,Ajman,Sheikh Zayed Rd,+971 6 746 3774,+971 6 746 3774,+971 6 746 3775,,,,,,,,,,,,https://www.yello.ae/company/13216/international-technologies,no_website
vehicle-services,International Tensile,Al Ain,"Khalifa St, P.O. Box: 66510",+971 3 766 4262,+971 3 766 4262,+971 3 766 4272,,,,,,,,,,,,https://www.yello.ae/company/324744/international-tensile,no_website
vehicle-services,Intersel Fze,Dubai,Jebel Ali,+971 4 883 3661,+971 4 883 3661,+971 4 883 3662,,,,,,,,,,,,https://www.yello.ae/company/113426/intersel-fze,no_website
vehicle-services,Intertaym Fze,Jebel Ali Free Zone (JAFZ),Box No. 16832,8838310,8838310,8838588,,,,,,,,,,,,https://www.yello.ae/company/91617/intertaym-fze,no_website
vehicle-services,Intertruck Mena LLC,,"Discovery Yacht Warehouse 3, DIP 2, Jebel Ali, P.O. Box: 474139",+971 4 885 8340,+971 4 885 8340,+971 4 885 6687,,,,,,,,,,,,https://www.yello.ae/company/333418/intertruck-mena-llc,no_website
vehicle-services,Invention Steel Industries LLC,Dubai,Box No. 114583,+971 4 340 7668,+971 4 340 7668,+971 4 340 7669,,,,,,,,,,,,https://www.yello.ae/company/94381/invention-steel-industries-llc,no_website
vehicle-services,Iraj Tyres Trading Co. (L.L.C),Dubai,P.O Box 2597,+971 5336365,+971 5336365,+971 5336365,,,,,,,,,,,,https://www.yello.ae/company/270534/iraj-tyres-trading-co-llc,no_website
vehicle-services,Irema Fzco,Jebel Ali Free Zone (JAFZ),Box No. 18090,8873840,8873840,8873771,,,,,,,,,,,,https://www.yello.ae/company/52444/irema-fzco,no_website
vehicle-services,Ishtiaq Garage Automechanical W.Shop,Ajman,"Near Darmix, New Ind. Area, P.O. Box: 15518",+971 50 567 2530,+971 50 567 2530,,,,,,,,,,,,,https://www.yello.ae/company/341138/ishtiaq-garage-automechanical-wshop,no_website
vehicle-services,Island Falcon Auto Repair Workshop - L L C,Abu Dhabi,,+971 2 554 3922,+971 2 554 3922,+971 2 445 4843,,,,,,,,,,,,https://www.yello.ae/company/111262/island-falcon-auto-repair-workshop-l-l-c,no_website
vehicle-services,Island Falcon Workshop,Abu Dhabi,Mussafah 9,+971 2 554 3922,+971 2 554 3922,+971 2 554 3923,,,,,,,,,,,,https://www.yello.ae/company/115096/island-falcon-workshop,no_website
vehicle-services,Island Way Trucks Transport L.L.C,Dubai,"Office 331, 3rd Floor, Al Zarouni Bldg., Damascus St., Al Qusais, P.O. Box: 234873",+971 4 239 0550,+971 4 239 0550,+971 4 239 0557,,,,,,,,,,,,https://www.yello.ae/company/333495/island-way-trucks-transport-llc,no_website
vehicle-services,Ismail Auto Elec and Mech Works,Abu Dhabi,"Plot 70, M 6, Mussafah, P.O. Box: 8595",+971 2 555 4491,+971 2 555 4491,+971 2 555 9137,,,,,,,,,,,,https://www.yello.ae/company/320349/ismail-auto-elec-and-mech-works,no_website
vehicle-services,Ismail Auto Repairing W/shop,Abu Dhabi,Mussafah,+971 2 554 0861,+971 2 554 0861,+971 2 554 4008,,,,,,,,,,,,https://www.yello.ae/company/114880/ismail-auto-repairing-wshop,no_website
vehicle-services,Ismail Automobile Repair Workshop,Abu Dhabi,,+971 2 554 0861,+971 2 554 0861,+971 2 554 4008,,,,,,,,,,,,https://www.yello.ae/company/111596/ismail-automobile-repair-workshop,no_website
vehicle-services,Ismail Mahmoud Hasan Tr. Est,Sharjah,"In front of Conmix, Ind Area 7, P.O. Box: 37888",+971 6 530 0993,+971 6 530 0993,+971 6 530 0933,,,,,,,,,,,,https://www.yello.ae/company/324258/ismail-mahmoud-hasan-tr-est,no_website
vehicle-services,Istanbul Star Used Cars &amp; Spare Parts Tr,Sharjah,"Indl Area 2, P.O. Box: 41081",+971 6 533 3513,+971 6 533 3513,+971 6 533 3513,,,,,,,,,,,,https://www.yello.ae/company/324259/istanbul-star-used-carsspare-parts-tr,no_website
vehicle-services,Isuzu Motors Middle East,Dubai,Po Box 61150 Jebel Ali Free Zone,+971 4 396 1000,+971 4 396 1000,+971 4 881 5030 +971 4 881 2820,https://isuzu-intl.com/,,,,,,,,,24.9602453,55.123939,https://www.yello.ae/company/240862/isuzu-motors-middle-east,site_unreachable
vehicle-services,J A Zayani and Sons,Sharjah,"BMW Road, P.O. Box: 6241",+971 6 533 1148,+971 6 533 1148,+971 6 533 7200,,,,,,,,,,,,https://www.yello.ae/company/324030/j-a-zayani-and-sons,no_website
vehicle-services,J4 Middle East FZC,Sharjah,"Q4-291, SAIF Zone, P.O. Box: 122588",+971 6 557 9745,+971 6 557 9745,+971 6 557 9746,,,,,,,,,,,,https://www.yello.ae/company/333453/j4-middle-east-fzc,no_website
vehicle-services,JABAL HAFEET HEAVY MACHINARY SPARE PARTS TRADING LLC,Dubai,Box No. 40665,2673573,2673573,2673120,,,,,,,,,,,,https://www.yello.ae/company/88151/jabal-hafeet-heavy-machinary-spare-parts-trading-llc,no_website
vehicle-services,JABER OBAID WORKSHOP,Al Ain,Po Box 15727,+971 3 751 5565,+971 3 751 5565,,,,,,,,,,,,,https://www.yello.ae/company/240949/jaber-obaid-workshop,no_website
vehicle-services,JALAL SPARE PARTS ESTABLISHMENT,Al Ain,"Near Sultan Bakery, Sanaiya, P.O. Box: 15089",+971 3 721 2813,+971 3 721 2813,+971 3 721 2813 +971 3 721 9364,,,,,,,,,,,,https://www.yello.ae/company/240998/jalal-spare-parts-establishment,no_website
vehicle-services,JAMEEL AUTO REPAIRS WORKSHOP,Fujairah,,+971 9 244 2435,+971 9 244 2435,,,,,,,,,,,,,https://www.yello.ae/company/253965/jameel-auto-repairs-workshop,no_website
vehicle-services,JAVA AWAY,Dubai,P.O Box 181984,+971 2722289,+971 2722289,+971 2722298,,,,,,,,,,,,https://www.yello.ae/company/281148/java-away,no_website
vehicle-services,JAVED IQBAL CRANE PARTS TRADING COMPANY LLC,Sharjah,INDUSTRIAL AREA NO11 BIN LADIN ROAD,+971 6 534 8953,+971 6 534 8953,+971 6 534 8952,,,,,,,,,,,,https://www.yello.ae/company/301444/javed-iqbal-crane-parts-trading-company-llc,no_website
vehicle-services,JEHAD MUTAB AL ENZI USED CAR SPARE PARTS TRADING COMPANY LIMITED,Sharjah,"J &amp; P Round About, Industrial Area 3, P.O. Box: 22770",+971 6 542 3210,+971 6 542 3210,+971 6 542 3210 +971 6 534 0992,,,,,,,,,,,,https://www.yello.ae/company/241187/jehad-mutab-al-enzi-used-car-spare-parts-trading-company-limited,no_website
vehicle-services,JENGAN TRADING CO LLC,Dubai,Box No. 255,2262171,2262171,2268013,,,,,,,,,,,,https://www.yello.ae/company/43422/jengan-trading-co-llc,no_website
vehicle-services,JOANNOU &amp; PARASKEVAIDES (OVERSEAS) LTD. (DUBAI BRANCH),Dubai,Box No. 30980,3353320,3353320,3353212,,,,,,,,,,,,https://www.yello.ae/company/88152/joannouparaskevaides-overseas-ltd-dubai-branch,no_website
vehicle-services,JULPHAR HEAVY DUTY SPARE PARTS COMPANY LIMITED,Dubai,Po Box 12493,+971 4 320 0566,+971 4 320 0566 | +971 50 842 4533,+971 4 320 0585,,,,,,,,,,,,https://www.yello.ae/company/254013/julphar-heavy-duty-spare-parts-company-limited,no_website
vehicle-services,JUMA AL ALAWI GARAGE,Al Ain,Po Box 1192,+971 3 721 1197,+971 3 721 1197,,,,,,,,,,,,,https://www.yello.ae/company/241306/juma-al-alawi-garage,no_website
vehicle-services,JUMA AL MAJID ES. (BR),Dubai,Box No. 156,2665210,2665210,2697682,,,,,,,,,,,,https://www.yello.ae/company/50887/juma-al-majid-es-br,no_website
vehicle-services,JUMA AL MAJID EST - CARPET &amp; CURTAINS DIV,Ras Al Khaimah,P.O. Box: 1388,+971(7)354924,+971(7)354924,+971(7)354822,,,,,,,,,,,,https://www.yello.ae/company/308658/juma-al-majid-est-carpetcurtains-div,no_website
vehicle-services,JUMA AL MAJID EST. (AUTO MAINTENANCE BRANCH),Dubai,Box No. 156,2665210,2665210,2697682,,,,,,,,,,,,https://www.yello.ae/company/50888/juma-al-majid-est-auto-maintenance-branch,no_website
vehicle-services,JUMA AL MAJID ESTABLISHMENT - ABU DHABI - Branch,Abu Dhabi,4145,6440233,6440233,6448863,,,,,,,,,,,,https://www.yello.ae/company/26800/juma-al-majid-establishment-abu-dhabi-branch,no_website
vehicle-services,Jabal Al Adid Cars Garage LLC,Abu Dhabi,"Musaffah, P.O. Box: 111260",+971 2 554 2052,+971 2 554 2052,+971 2 554 3832,,,,,,,,,,,,https://www.yello.ae/company/324311/jabal-al-adid-cars-garage-llc,no_website
vehicle-services,Jabal Al Noor Cargo Forwarding Llc,Abu Dhabi,"Opposite IPIC Square, Beside  Abu Dhabi  Media City, Shop No: 02, Building No: 10, Muroor Road, Abu Dhabi, United Arab Emirates",+971 50 238 5398,+971 50 238 5398,,,,,,,,,,,24.457033330332,54.3901884555817,https://www.yello.ae/company/344414/jabal-al-noor-cargo-forwarding-llc,no_website
vehicle-services,Jabal Al Noor Elect Wheel Balance,Abu Dhabi,"Near Muncipality, Salam Str, P.O. Box: 113004",+971 2 642 5582,+971 2 642 5582,+971 2 642 5583,,,,,,,,,,,,https://www.yello.ae/company/325063/jabal-al-noor-elect-wheel-balance,no_website
vehicle-services,Jabal Al Quds Auto Repair Garage,Al Ain,,+971 3 721 3914,+971 3 721 3914,,,,,,,,,,,,,https://www.yello.ae/company/111757/jabal-al-quds-auto-repair-garage,no_website
vehicle-services,Jabal Al Sahra Transport,Abu Dhabi,"Office No. 12, Opposite Wazeerastan Restaurant, M-11, Mussafah",+971 2 559 7791,+971 2 559 7791 | +971 55 205 5600,,http://jabalalsahratransport.com/,,,,,,,,,24.3619893143084,54.5094237432739,https://www.yello.ae/company/357334/jabal-al-sahra-transport,site_unreachable
vehicle-services,Jabal Ali Auto Garage,Al Ain,,+971 3 722 3416,+971 3 722 3416,,,,,,,,,,,,,https://www.yello.ae/company/111651/jabal-ali-auto-garage,no_website
